finished,QID1,QID2,QID3,QID5,QID6,QID8,QID10,QID11,QID12,QID14,QID13,QID24,QID9,QID15_TEXT,QID16_TEXT,QID17,QID18,QID19,QID20,QID22
Finished,Q1 - What is your class year?,Q2 - What is your race or ethnicity?,Q3 - What is your gender?,Q5 - Are you in any of the following types of groups?,Q6 - Are you in Pratt or Trinity?,Q8 - Which presidential candidate do you intend to vote for?,Q10 - Which political party do you most align with?,Q11 - How knowledgeable do you consider yourself about politics?,Q12 - Do you plan to vote?,Q14 - Are you registered to vote?,Q13 - In which state are you registered to vote?,Q24 - Which candidate for US Senator from North Carolina do you intend to vote fo...,Q9 - Which candidate for North Carolina governor do you intend to vote for?,Q15 - What is one word that comes to mind when you think of Hillary Clinton?,Q16 - What is one word that comes to mind when you think of Donald Trump?,Q17 - Do you have friends that support a different candidate for president that y...,Q18 - Have you unfriended someone on Facebook because of their political beliefs?,Q19 - Who do you think will win the election?,Q20 - Do you think you will be voting for the same candidate for president as you...,Q22 - How many Duke Football games do you think you will have attended by the end...
TRUE,2018,Asian,Female,Sorority,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Probably yes,Yes,North Carolina ,Deborah Ross,Undecided,Future ,Ugh,No,No,Hillary Clinton,Definitely yes,0
TRUE,2017,Asian,Female,Fraternity,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,Maryland ,,,democrat,unqualitifed,Yes,No,Hillary Clinton,Probably yes,0
TRUE,2018,White,Female,Sorority,Trinity,Undecided,Republican,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Richard Burr,Roy Cooper,Liar,Maniac,Yes,Yes,Hillary Clinton,Definitely not,0
TRUE,2019,Asian,Female,None,Trinity,Hillary Clinton,Unaffiliated/Independent,Moderately knowledgeable,Definitely yes,Yes,Colorado ,,,Ambitious ,Carrot,Yes,Yes,Hillary Clinton,Probably yes,0
TRUE,2018,White,Male,Fraternity,Pratt,Gary Johnson,Republican,Very knowledgeable,Probably yes,No,,,,Untrustworthy,Buffoon,Yes,No,Hillary Clinton,Probably not,0
TRUE,2018,White,Female,Selective Living Group,Trinity,Hillary Clinton,Democratic,Extremely knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Woman,Bully,Yes,Yes,Hillary Clinton,Probably yes,0
TRUE,2018,White,Female,Sorority,Trinity,Hillary Clinton,Libertarian,Moderately knowledgeable,Might or might not,No,,,,Feminism,Ignorant,Yes,Yes,Hillary Clinton,Definitely not,0
TRUE,2018,White,Female,Selective Living Group,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,Minnesota ,,,strong,horrible,No,Yes,Hillary Clinton,Definitely yes,0
TRUE,2018,White,Female,Sorority,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,New York ,,,President,Ridiculous,Yes,No,Hillary Clinton,Definitely yes,0
TRUE,2018,White,Female,Sorority,Trinity,Hillary Clinton,Democratic,Slightly knowledgeable,Definitely yes,Yes,Florida ,,,Qualified,Ignorant,Yes,No,Hillary Clinton,Definitely yes,0
TRUE,2018,White,Male,Selective Living Group,Trinity,Hillary Clinton,Unaffiliated/Independent,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Polished,Scary,Yes,No,Hillary Clinton,Definitely not,2
TRUE,2018,White,Female,Sorority,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Undecided,Presidential ,Sexist ,Yes,Yes,Hillary Clinton,Definitely yes,0
TRUE,2018,Asian,Male,Selective Living Group,Trinity,Do not intend to vote,Unaffiliated/Independent,Not knowledgeable at all,Probably not,No,,,,Competent,Moron,No,No,Hillary Clinton,Probably yes,1
TRUE,2018,White,Female,Sorority,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Strength,Sad,Yes,Yes,Hillary Clinton,Definitely yes,0
TRUE,2020,Black or African American,Male,None,Pratt,Do not intend to vote,Unaffiliated/Independent,Slightly knowledgeable,Definitely not,Yes,North Carolina ,Do not intend to vote,Do not intend to vote,Old,Rude,Yes,No,Hillary Clinton,Might or might not,10
TRUE,2018,White,Female,Sorority,Trinity,Hillary Clinton,Republican,Very knowledgeable,Definitely yes,Yes,Maryland ,,,Reserved ,Idiot,Yes,No,Hillary Clinton,Probably yes,0
TRUE,2018,White,Female,Sorority,Pratt,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Strong,Idiot,Yes,No,Hillary Clinton,Definitely yes,0
TRUE,2020,Asian,Female,None,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Do not intend to vote,Do not intend to vote,Inconsistent,Racist,Yes,No,Hillary Clinton,Definitely yes,15
TRUE,2020,White,Male,None,Trinity,Undecided,Republican,Very knowledgeable,Probably yes,Yes,Florida ,,,Untrustworthy,Inflammatory ,Yes,No,Hillary Clinton,Might or might not,5
TRUE,2018,Asian,Male,Fraternity,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Undecided,Adaptable,Brash,No,No,Hillary Clinton,Definitely yes,0
TRUE,2019,Black or African American,Male,None,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Deceiving,Idiot,Yes,No,Hillary Clinton,Definitely yes,8
TRUE,2018,White,Male,Fraternity,Pratt,Gary Johnson,Republican,Very knowledgeable,Definitely yes,Yes,Pennsylvania ,,,Corrupt ,Unstable,Yes,No,Hillary Clinton,Might or might not,0
TRUE,2019,Asian,Male,Independent House,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Experienced,Incapable,Yes,No,Hillary Clinton,Might or might not,0
TRUE,2018,White,Male,Independent House,Pratt,Donald Trump,Republican,Moderately knowledgeable,Definitely yes,No,,,,Untrustworthy,Explosive,Yes,No,Donald Trump,Definitely yes,6
TRUE,2017,Hispanic,Female,Independent House,Trinity,Donald Trump,Republican,Very knowledgeable,Definitely yes,Yes,Arizona ,,,murderer,quality,Yes,No,Hillary Clinton,Probably yes,3
TRUE,2020,Black or African American,Female,None,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Probably yes,Yes,North Carolina ,Do not intend to vote,Do not intend to vote,Tenacious ,Racist,Yes,Yes,Hillary Clinton,Definitely yes,2
TRUE,2020,Asian,Female,None,Trinity,Hillary Clinton,Republican,Slightly knowledgeable,Definitely yes,Yes,North Carolina ,Richard Burr,Pat McCrory,sick,idiotic,Yes,No,Hillary Clinton,Probably yes,1
TRUE,2019,Hispanic,Female,Independent House,Pratt,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,Texas ,,,Motivated,Egocentric,No,No,Hillary Clinton,Probably yes,7
TRUE,2019,Asian,Male,None,Trinity,Hillary Clinton,Unaffiliated/Independent,Moderately knowledgeable,Probably yes,Yes,North Carolina ,Undecided,Roy Cooper,pragmatic,disastrous,No,No,Hillary Clinton,Might or might not,0
TRUE,2020,Asian,Male,None,Pratt,Hillary Clinton,Unaffiliated/Independent,Very knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Experienced,Unfiltered,Yes,No,Hillary Clinton,Probably not,2
TRUE,2018,White,Female,Sorority,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,Pennsylvania ,,,Inspiring ,Authoritarian,No,Yes,Hillary Clinton,Might or might not,1
TRUE,2018,White,Female,None,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,Missouri ,,,Effective,Bigot,Yes,Yes,Hillary Clinton,Definitely not,0
TRUE,2018,Asian,Female,None,Trinity,Hillary Clinton,Unaffiliated/Independent,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Undecided,leader,incompetent,Yes,Yes,Hillary Clinton,Probably not,0
TRUE,2017,White,Male,Fraternity,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Experienced,Egomaniacal,Yes,No,Hillary Clinton,Definitely yes,1
TRUE,2020,Hispanic,Male,None,Pratt,Hillary Clinton,Democratic,Extremely knowledgeable,Definitely not,No,,,,Untrustworthy ,Idiot,Yes,No,Hillary Clinton,Definitely not,1
TRUE,2018,Other,Female,None,Trinity,Hillary Clinton,Unaffiliated/Independent,Moderately knowledgeable,Definitely yes,Yes,Florida ,,,Calculative,Dangerous,Yes,No,Hillary Clinton,Might or might not,0
TRUE,2017,White,Female,Sorority,Trinity,Donald Trump,Republican,Extremely knowledgeable,Definitely yes,Yes,North Carolina ,Richard Burr,Pat McCrory,Liar,Obnoxious,Yes,No,Hillary Clinton,Definitely yes,5
TRUE,2018,Asian,Other,Selective Living Group,Trinity,Undecided,Unaffiliated/Independent,Very knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,imperialist ,white supremacist,Yes,Yes,Hillary Clinton,Definitely yes,0
TRUE,2017,Asian,Male,Fraternity,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Undecided,Decent,Bad,Yes,No,Hillary Clinton,Probably yes,4
TRUE,2017,White,Male,Fraternity,Pratt,Hillary Clinton,Libertarian,Slightly knowledgeable,Definitely yes,Yes,North Carolina ,Do not intend to vote,Undecided,President,Idiot,Yes,No,Hillary Clinton,Probably yes,3
TRUE,2018,Asian,Male,Independent House,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Experienced,Fraud,Yes,Yes,Hillary Clinton,Definitely yes,1
TRUE,2019,Asian,Female,Sorority,Trinity,Hillary Clinton,Democratic,Extremely knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Experienced,Scam artist,Yes,Yes,Hillary Clinton,Probably yes,2
TRUE,2018,Asian,Male,Selective Living Group,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Experienced,Disrespectful,Yes,No,Hillary Clinton,Definitely yes,5
TRUE,2017,White,Male,Independent House,Trinity,Do not intend to vote,Democratic,Moderately knowledgeable,Definitely not,No,,,,Old,Loud,Yes,No,Hillary Clinton,Probably yes,0
TRUE,2020,Asian,Female,None,Trinity,Hillary Clinton,Unaffiliated/Independent,Slightly knowledgeable,Probably yes,Yes,North Carolina ,Undecided,Undecided,Liar,Racist,Yes,No,Hillary Clinton,Definitely not,2
TRUE,2017,White,Female,Sorority,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Capable,Embarrasing,Yes,No,Hillary Clinton,Definitely yes,1
TRUE,2019,White,Female,Sorority,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,Massachusetts ,,,Pragmatic,Haphazard,Yes,No,Hillary Clinton,Probably yes,1
TRUE,2018,Other,Male,Fraternity,Trinity,Do not intend to vote,Democratic,Moderately knowledgeable,Definitely not,No,,,,Experienced,Disaster,Yes,No,Hillary Clinton,Definitely yes,2
TRUE,2018,White,Female,Independent House,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,Arizona ,,,woman,money,No,No,Hillary Clinton,Probably yes,3
TRUE,2018,White,Male,None,Trinity,Hillary Clinton,Democratic,Extremely knowledgeable,Definitely yes,Yes,Utah ,,,palatable ,orange,Yes,No,Hillary Clinton,Definitely yes,1
TRUE,2018,Native Hawaiian or Pacific Islander,Male,Independent House,Pratt,Hillary Clinton,Democratic,Not knowledgeable at all,Probably yes,Yes,North Carolina ,Undecided,Undecided,adequate,ridiculous,Yes,No,Hillary Clinton,Probably yes,2
TRUE,2019,Other,Male,Independent House,Trinity,Other,Unaffiliated/Independent,Extremely knowledgeable,Might or might not,Yes,Alabama ,,,Pretoria,China,Yes,No,Hillary Clinton,Might or might not,15
TRUE,2020,Asian,Male,None,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Female,Ugly,Yes,No,Hillary Clinton,Definitely yes,1
TRUE,2020,Hispanic,Male,None,Trinity,Hillary Clinton,Republican,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Undecided,Email,Wall,Yes,No,Hillary Clinton,Probably yes,8
TRUE,2018,Other,Female,Sorority,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Roy Cooper,Powerful,Scared,Yes,No,Hillary Clinton,Probably yes,3
TRUE,2020,Black or African American,Female,None,Trinity,Hillary Clinton,Unaffiliated/Independent,Slightly knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Undecided,dishonest,immature,Yes,No,Hillary Clinton,Might or might not,1
TRUE,2018,Asian,Male,Fraternity,Trinity,Donald Trump,Republican,Extremely knowledgeable,Definitely not,No,,,,Liar,Crazy,Yes,No,Hillary Clinton,Might or might not,3
TRUE,2018,Asian,Male,Selective Living Group,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,California ,,,Qualified,Bigot,Yes,No,Hillary Clinton,Definitely yes,0
TRUE,2019,Asian,Female,Independent House,Trinity,Hillary Clinton,Democratic,Slightly knowledgeable,Definitely yes,Yes,New Mexico ,,,Knowledgeable,Tenacious,Yes,No,Hillary Clinton,Might or might not,0
TRUE,2020,White,Male,None,Pratt,Donald Trump,Republican,Moderately knowledgeable,Definitely yes,Yes,New York ,,,Liar,Uncensored,Yes,No,Hillary Clinton,Definitely yes,4
TRUE,2019,Native Hawaiian or Pacific Islander,Female,Sorority,Trinity,Hillary Clinton,Unaffiliated/Independent,Moderately knowledgeable,Definitely yes,Yes,New Jersey ,,,progressive,discriminatory,Yes,No,Hillary Clinton,Probably yes,1
TRUE,2019,White,Female,Sorority,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Roy Cooper,Taxes,Discrimination,Yes,Yes,Hillary Clinton,Probably not,4
TRUE,2020,Black or African American,Female,None,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Do not intend to vote,Do not intend to vote,Default ,Annoying ,No,Yes,Hillary Clinton,Definitely yes,4
TRUE,2020,Asian,Female,None,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Persistent,Horrifying,Yes,No,Hillary Clinton,Might or might not,6
TRUE,2019,American Indian or Alaska Native,Female,Independent House,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Undecided,hope,selfish,No,No,Hillary Clinton,Definitely yes,5
TRUE,2020,White,Male,None,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Roy Cooper,experienced,unpresidential,Yes,No,Hillary Clinton,Definitely yes,4
TRUE,2018,White,Male,Independent House,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,Florida ,,,experienced,despicable,Yes,Yes,Hillary Clinton,Definitely yes,0
TRUE,2020,White,Male,None,Trinity,Do not intend to vote,Republican,Slightly knowledgeable,Probably not,No,,,,Criminal,Crazy,Yes,No,Hillary Clinton,Might or might not,4
TRUE,2019,Asian,Female,Sorority,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Richard Burr,Roy Cooper,Qualified,Bigot,No,No,Hillary Clinton,Probably yes,2
TRUE,2020,Asian,Female,None,Trinity,Hillary Clinton,Unaffiliated/Independent,Moderately knowledgeable,Definitely yes,Yes,Ohio ,,,experienced,buffoon,Yes,No,Hillary Clinton,Definitely yes,1
TRUE,2020,Asian,Female,None,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Undecided,Smart,I don't think I should type it here because it's inappropriate ,No,Yes,Hillary Clinton,Definitely yes,1
TRUE,2020,White,Female,None,Trinity,Hillary Clinton,Democratic,Slightly knowledgeable,Probably yes,Yes,North Carolina ,Undecided,Undecided,knowledgeable,inconsiderate,Yes,No,Hillary Clinton,Definitely yes,0
TRUE,2020,Asian,Other,None,Pratt,Hillary Clinton,Democratic,Slightly knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Undecided,Driven,Backwards,No,No,Hillary Clinton,Definitely yes,0
TRUE,2018,Asian,Female,Independent House,Pratt,Hillary Clinton,Unaffiliated/Independent,Moderately knowledgeable,Definitely yes,Yes,Virginia ,,,Experienced,Misogynist,Yes,No,Hillary Clinton,Probably yes,0
TRUE,2020,White,Male,None,Trinity,Hillary Clinton,Democratic,Extremely knowledgeable,Definitely yes,Yes,New York ,,,Traditional,Psychotic,Yes,Yes,Hillary Clinton,Definitely yes,4
TRUE,2020,Hispanic,Female,None,Trinity,Do not intend to vote,Democratic,Very knowledgeable,Probably not,Yes,Virginia ,,,Insincere,Disgusting,Yes,No,Hillary Clinton,Definitely not,2
TRUE,2019,Asian,Female,Sorority,Trinity,Hillary Clinton,Democratic,Slightly knowledgeable,Might or might not,No,,,,experience,a joke,Yes,No,Hillary Clinton,Probably not,4
TRUE,2018,Black or African American,Female,Selective Living Group,Trinity,Hillary Clinton,Green,Very knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,white feminist,death,Yes,Yes,Hillary Clinton,Definitely yes,1
TRUE,2017,Hispanic,Female,Sorority,Trinity,Hillary Clinton,Democratic,Slightly knowledgeable,Definitely not,No,,,,feminism,carrot,Yes,No,Hillary Clinton,Definitely not,0
TRUE,2018,Black or African American,Male,Independent House,Pratt,Hillary Clinton,Unaffiliated/Independent,Extremely knowledgeable,Probably not,No,,,,Politician,Dumb,No,No,Hillary Clinton,Might or might not,0
TRUE,2018,Black or African American,Male,None,Trinity,Hillary Clinton,Unaffiliated/Independent,Slightly knowledgeable,Probably yes,Yes,Alabama ,,,maybe,really?,Yes,Yes,Hillary Clinton,Probably yes,12
TRUE,2020,White,Female,None,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Roy Cooper,Experience,Propaganda,Yes,No,Hillary Clinton,Probably not,2
TRUE,2020,Asian,Female,None,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Experienced,Racist,No,No,Hillary Clinton,Definitely yes,0
TRUE,2020,White,Male,None,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Undecided,Progress,Racist,Yes,No,Hillary Clinton,Definitely yes,3
TRUE,2019,White,Male,Independent House,Pratt,Donald Trump,Republican,Slightly knowledgeable,Probably yes,Yes,North Carolina ,Do not intend to vote,Do not intend to vote,Liar,Crazy,Yes,No,Hillary Clinton,Probably yes,1
TRUE,2017,Asian,Male,Independent House,Pratt,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Experienced,Belligerent,Yes,Yes,Hillary Clinton,Definitely yes,2
TRUE,2017,Other,Female,None,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Richard Burr,Roy Cooper,Powerful,Ass,Yes,Yes,Hillary Clinton,Definitely yes,3
TRUE,2019,Hispanic,Female,Selective Living Group,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Undecided,Okay,Asshole,Yes,Yes,Hillary Clinton,Definitely yes,1
TRUE,2020,White,Female,None,Pratt,Hillary Clinton,Democratic,Extremely knowledgeable,Definitely yes,Yes,Florida ,,,Relentless,Racist,Yes,No,Hillary Clinton,Definitely yes,6
TRUE,2018,White,Female,None,Pratt,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Historic,Bigoted,Yes,Yes,Hillary Clinton,Probably yes,2
TRUE,2017,Hispanic,Male,Independent House,Trinity,Donald Trump,Republican,Extremely knowledgeable,Definitely yes,Yes,Pennsylvania ,,,Corrupt,Brash,Yes,No,Hillary Clinton,Definitely yes,0
TRUE,2019,White,Female,Sorority,Trinity,Hillary Clinton,Libertarian,Moderately knowledgeable,Definitely yes,Yes,Florida ,,,woman ,unqualified,Yes,Yes,Hillary Clinton,Probably not,2
TRUE,2018,White,Male,Independent House,Trinity,Hillary Clinton,Republican,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Undecided,Acceptable,theworstpossiblecandidate,Yes,No,Hillary Clinton,Definitely not,0
TRUE,2019,Other,Male,None,Trinity,Undecided,Unaffiliated/Independent,Moderately knowledgeable,Definitely yes,Yes,Arizona ,,,yikes,YIKES,Yes,No,Hillary Clinton,Might or might not,3
TRUE,2020,Hispanic,Male,None,Pratt,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,Florida ,,,Experienced,Dangerous,Yes,No,Hillary Clinton,Probably yes,3
TRUE,2020,White,Female,None,Trinity,Undecided,Libertarian,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Undecided,Better than Trump,Terrible,Yes,No,Hillary Clinton,Might or might not,5
TRUE,2017,Asian,Female,Sorority,Trinity,Hillary Clinton,Democratic,Slightly knowledgeable,Definitely yes,Yes,North Carolina ,Do not intend to vote,Do not intend to vote,Experienced,Unqualified,No,No,Hillary Clinton,Definitely yes,0
TRUE,2020,White,Female,None,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,California ,,,Fake,Asshole,No,No,Hillary Clinton,Definitely yes,1
